latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.08358,-94.06535,305.75,2.91,1.63,2023-06-23,0338,T,65,6.1NRT,294.52,22.03,N
18.47634,-92.19446,308.99,2.06,1.4,2023-06-23,0338,T,60,6.1NRT,290.13,22.14,N
18.44203,-92.386,303.59,2.13,1.42,2023-06-23,0338,T,46,6.1NRT,288.78,17.72,N
18.20016,-94.01426,312.54,2.87,1.62,2023-06-23,0338,T,85,6.1NRT,294.41,41.92,N
18.8622,-92.62189,310.46,2.18,1.43,2023-06-23,0338,T,71,6.1NRT,293.85,19.83,N
19.51727,-89.33083,308.35,1.25,1.11,2023-06-23,0338,T,24,6.1NRT,290.04,9.66,N
19.52705,-89.3326,307.08,1.25,1.11,2023-06-23,0338,T,30,6.1NRT,287.63,9.07,N
19.52519,-89.34424,305.65,1.26,1.11,2023-06-23,0338,T,29,6.1NRT,284.62,7.55,N
19.59344,-89.49537,304.86,1.28,1.12,2023-06-23,0338,T,62,6.1NRT,289.38,7.36,N
19.39634,-92.05201,307.93,1.93,1.36,2023-06-23,0338,T,58,6.1NRT,294.15,11.25,N
47.86002,-75.71731,320.25,1.47,1.2,2023-06-23,0206,T,100,6.1NRT,293,32.54,N
47.86776,-75.70592,304.62,1.47,1.2,2023-06-23,0206,T,59,6.1NRT,292.15,10.93,N
47.86401,-75.72453,304.98,1.47,1.2,2023-06-23,0206,T,60,6.1NRT,291.12,11.37,N
49.51291,-68.56132,308.16,1.03,1.02,2023-06-23,0206,T,74,6.1NRT,293.6,8.39,N
49.50059,-68.65819,338.7,1.03,1.01,2023-06-23,0206,T,100,6.1NRT,295.62,42.64,N
49.49878,-68.67237,366.36,1.03,1.01,2023-06-23,0206,T,100,6.1NRT,297.3,108.27,N
49.52183,-68.5639,312.59,1.03,1.02,2023-06-23,0206,T,51,6.1NRT,294.05,10.32,N
49.52006,-68.57782,334.44,1.03,1.02,2023-06-23,0206,T,100,6.1NRT,297.35,34.71,N
49.51828,-68.59188,329.2,1.03,1.02,2023-06-23,0206,T,100,6.1NRT,297.12,27.64,N
49.51651,-68.60575,313.36,1.03,1.01,2023-06-23,0206,T,87,6.1NRT,293.81,11.51,N
49.50948,-68.66093,366.8,1.03,1.01,2023-06-23,0206,T,100,6.1NRT,299.83,109.95,N
49.50766,-68.67516,345.83,1.03,1.01,2023-06-23,0206,T,100,6.1NRT,297.12,54.94,N
49.50588,-68.68906,331.91,1.03,1.01,2023-06-23,0206,T,100,6.1NRT,293.93,31.13,N
49.50411,-68.70287,316.83,1.03,1.01,2023-06-23,0206,T,40,6.1NRT,292.79,13.51,N
49.50235,-68.71658,311.73,1.03,1.01,2023-06-23,0206,T,15,6.1NRT,293.15,9.62,N
49.52718,-68.59461,310.74,1.03,1.02,2023-06-23,0206,T,40,6.1NRT,293.06,8.8,N
49.5254,-68.60853,303.79,1.03,1.01,2023-06-23,0206,T,34,6.1NRT,292,4.66,N
49.51476,-68.6918,316.6,1.03,1.01,2023-06-23,0206,T,93,6.1NRT,291.64,14.35,N
49.51299,-68.70564,308.86,1.03,1.01,2023-06-23,0206,T,23,6.1NRT,291.26,7.88,N
49.51122,-68.71943,306.23,1.03,1.01,2023-06-23,0206,T,52,6.1NRT,291.94,6.7,N
49.50946,-68.73309,307.78,1.03,1.01,2023-06-23,0206,T,53,6.1NRT,292.63,7.62,N
49.54144,-68.62778,304.12,1.03,1.01,2023-06-23,0206,T,59,6.1NRT,292.84,5.33,N
48.49299,-76.17727,315.71,1.49,1.21,2023-06-23,0206,T,41,6.1NRT,293.18,21.65,N
48.5033,-76.182,314.91,1.49,1.21,2023-06-23,0206,T,80,6.1NRT,293.24,21.39,N
48.49292,-76.34653,304.28,1.52,1.22,2023-06-23,0206,T,59,6.1NRT,292.73,10.53,N
48.59741,-75.87525,317.81,1.44,1.19,2023-06-23,0209,T,87,6.1NRT,293.07,25.37,N
48.59379,-75.89379,314.7,1.44,1.19,2023-06-23,0209,T,74,6.1NRT,291.95,21.39,N
48.58841,-75.89698,316.22,1.44,1.19,2023-06-23,0209,T,93,6.1NRT,292.54,23.95,N
48.60227,-75.88307,305.99,1.44,1.19,2023-06-23,0209,T,66,6.1NRT,291.87,12.26,N
48.54014,-76.24671,305.51,1.5,1.21,2023-06-23,0209,T,65,6.1NRT,292.94,12.54,N
48.53619,-76.26613,318.18,1.5,1.21,2023-06-23,0209,T,96,6.1NRT,293.68,29.95,N
48.42329,-76.8692,303.33,1.62,1.25,2023-06-23,0209,T,20,6.1NRT,291.8,9.64,N
48.57627,-76.17944,308.95,1.49,1.2,2023-06-23,0209,T,34,6.1NRT,291.82,13.38,N
48.61202,-76.11284,330.42,1.47,1.2,2023-06-23,0209,T,100,6.1NRT,296.26,50.5,N
48.60825,-76.13176,319.62,1.48,1.2,2023-06-23,0209,T,99,6.1NRT,293.68,29.83,N
48.45523,-76.88445,306.19,1.62,1.25,2023-06-23,0209,T,65,6.1NRT,292.91,13.8,N
48.45091,-76.90528,304,1.62,1.25,2023-06-23,0209,T,52,6.1NRT,291.52,11.18,N
48.62226,-76.11758,325.96,1.47,1.2,2023-06-23,0209,T,100,6.1NRT,294.44,41.44,N
48.61848,-76.13657,318.87,1.48,1.2,2023-06-23,0209,T,98,6.1NRT,293.07,29.07,N
48.69263,-75.8504,307.06,1.43,1.18,2023-06-23,0209,T,70,6.1NRT,291.25,13.42,N
48.68894,-75.86884,309.48,1.43,1.18,2023-06-23,0209,T,77,6.1NRT,292.22,15.8,N
48.65906,-76.01757,304.47,1.46,1.19,2023-06-23,0209,T,52,6.1NRT,291.46,10.09,N
48.66447,-76.10142,302.5,1.47,1.2,2023-06-23,0209,T,50,6.1NRT,291.76,8.5,N
48.59796,-76.42896,306.09,1.53,1.22,2023-06-23,0209,T,67,6.1NRT,292.65,12.9,N
48.50416,-76.93754,308.26,1.62,1.25,2023-06-23,0209,T,74,6.1NRT,293.05,15.79,N
48.49982,-76.95824,304.75,1.62,1.25,2023-06-23,0209,T,60,6.1NRT,292.67,11.41,N
48.96594,-74.70741,302.21,1.26,1.12,2023-06-23,0209,T,47,6.1NRT,288.85,7.83,N
48.89387,-75.09261,307.88,1.31,1.14,2023-06-23,0209,T,73,6.1NRT,290.09,12.94,N
48.89061,-75.10986,314.76,1.31,1.14,2023-06-23,0209,T,90,6.1NRT,290.64,20.79,N
48.61957,-76.54671,306.39,1.54,1.22,2023-06-23,0209,T,10,6.1NRT,292.89,12.24,N
48.61551,-76.5667,321.3,1.55,1.23,2023-06-23,0209,T,100,6.1NRT,294.64,35.67,N
48.62997,-76.55183,310.98,1.54,1.22,2023-06-23,0209,T,57,6.1NRT,291.88,18.16,N
48.57655,-76.81358,323.01,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,295.26,39.54,N
48.57226,-76.8345,309.05,1.6,1.24,2023-06-23,0209,T,60,6.1NRT,292.96,16.13,N
48.56797,-76.85533,314.32,1.6,1.25,2023-06-23,0209,T,89,6.1NRT,292.7,24.2,N
48.88721,-75.29594,319.83,1.34,1.15,2023-06-23,0209,T,71,6.1NRT,291.44,24.23,N
48.73686,-76.07368,314.09,1.46,1.19,2023-06-23,0209,T,88,6.1NRT,294.56,19.57,N
48.73322,-76.09209,308.8,1.46,1.19,2023-06-23,0209,T,75,6.1NRT,293.32,12.57,N
48.60376,-76.73727,308.85,1.58,1.24,2023-06-23,0209,T,62,6.1NRT,293.03,15.53,N
48.59965,-76.75742,314.5,1.58,1.24,2023-06-23,0209,T,89,6.1NRT,293.55,23.6,N
48.59122,-76.79865,354.39,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,297.8,137.8,N
48.58704,-76.81911,348.3,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,296.72,112.42,N
48.58281,-76.83975,324.53,1.6,1.24,2023-06-23,0209,T,100,6.1NRT,293.75,41.46,N
48.57856,-76.86044,323.07,1.6,1.25,2023-06-23,0209,T,100,6.1NRT,292.51,38.98,N
48.92959,-75.12721,307.54,1.31,1.14,2023-06-23,0209,T,72,6.1NRT,290.07,12.48,N
48.73587,-76.13515,312.09,1.47,1.2,2023-06-23,0209,T,54,6.1NRT,293.68,16.82,N
48.606,-76.783,325.04,1.58,1.24,2023-06-23,0209,T,91,6.1NRT,293.45,39.96,N
48.60182,-76.80351,372.36,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,296.04,241.2,N
48.92808,-75.1321,312.06,1.31,1.14,2023-06-23,0209,T,71,6.1NRT,290.29,16,N
48.74123,-76.08114,312.18,1.46,1.19,2023-06-23,0209,T,84,6.1NRT,294.1,17.03,N
48.59657,-76.78423,337.27,1.58,1.24,2023-06-23,0209,T,100,6.1NRT,295.08,72.59,N
48.59227,-76.80473,356.68,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,298.64,147.78,N
48.58796,-76.82523,335.13,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,295.48,66.45,N
48.58364,-76.84579,317.74,1.6,1.24,2023-06-23,0209,T,96,6.1NRT,293.05,29.03,N
48.5793,-76.86643,308.45,1.6,1.25,2023-06-23,0209,T,73,6.1NRT,291.75,15.34,N
48.91132,-75.27444,312.01,1.33,1.14,2023-06-23,0209,T,47,6.1NRT,290.71,15.16,N
48.74381,-76.1236,312.58,1.46,1.2,2023-06-23,0209,T,85,6.1NRT,293.92,16.69,N
48.60715,-76.78909,341.63,1.58,1.24,2023-06-23,0209,T,100,6.1NRT,293.89,87,N
48.60286,-76.80962,344.77,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,293.77,99.97,N
48.75023,-76.14716,316.16,1.47,1.2,2023-06-23,0209,T,45,6.1NRT,294.19,20.66,N
48.74638,-76.16629,311.66,1.47,1.2,2023-06-23,0209,T,13,6.1NRT,293.39,15.28,N
48.74254,-76.1853,307.59,1.47,1.2,2023-06-23,0209,T,18,6.1NRT,292.53,12.06,N
48.75663,-76.17088,316.33,1.47,1.2,2023-06-23,0209,T,34,6.1NRT,293.91,22.27,N
48.65342,-76.67765,310.86,1.56,1.23,2023-06-23,0209,T,13,6.1NRT,293.05,16.16,N
48.64924,-76.69788,321.97,1.57,1.23,2023-06-23,0209,T,100,6.1NRT,294.31,33.78,N
48.64088,-76.73828,303.6,1.57,1.24,2023-06-23,0209,T,36,6.1NRT,293.06,8.22,N
48.97029,-75.13243,307.78,1.31,1.14,2023-06-23,0209,T,72,6.1NRT,289.95,11.68,N
48.77446,-76.13765,307.72,1.46,1.2,2023-06-23,0209,T,19,6.1NRT,292.82,11.31,N
48.77065,-76.15671,327.88,1.47,1.2,2023-06-23,0209,T,100,6.1NRT,294.55,43.87,N
48.66805,-76.66248,304.02,1.56,1.23,2023-06-23,0209,T,58,6.1NRT,291.78,10.69,N
48.66389,-76.68266,326.45,1.56,1.23,2023-06-23,0209,T,100,6.1NRT,294.21,44.74,N
48.64301,-76.78394,311.25,1.58,1.24,2023-06-23,0209,T,82,6.1NRT,293.29,17.53,N
48.63881,-76.80424,305.52,1.58,1.24,2023-06-23,0209,T,56,6.1NRT,292.41,11.11,N
48.86852,-75.71733,310.72,1.4,1.17,2023-06-23,0209,T,40,6.1NRT,292.19,15.22,N
48.86499,-75.7354,316.47,1.4,1.17,2023-06-23,0209,T,20,6.1NRT,293.63,21.04,N
48.65354,-76.789,356.39,1.58,1.24,2023-06-23,0209,T,100,6.1NRT,295.27,147.24,N
48.88203,-75.70383,302.34,1.39,1.17,2023-06-23,0209,T,22,6.1NRT,291.23,7.34,N
48.875,-75.73999,331.37,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,297.27,48.02,N
48.87147,-75.7581,326.31,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,296.07,38.11,N
48.885,-75.74457,330.37,1.4,1.17,2023-06-23,0209,T,96,6.1NRT,296.9,44.59,N
48.88148,-75.7627,323.81,1.4,1.17,2023-06-23,0209,T,79,6.1NRT,294.91,32.94,N
48.87793,-75.78094,317.51,1.4,1.17,2023-06-23,0209,T,42,6.1NRT,293.99,23.19,N
48.80502,-76.15218,304.3,1.46,1.2,2023-06-23,0209,T,39,6.1NRT,291.51,8.97,N
49.03154,-75.0306,300.55,1.3,1.13,2023-06-23,0209,T,30,6.1NRT,289.35,6.47,N
48.89502,-75.74911,337.5,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,297.11,63.33,N
48.89149,-75.7673,334.31,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,295.91,55.29,N
48.84116,-76.02535,314.63,1.44,1.19,2023-06-23,0209,T,25,6.1NRT,294.12,18.09,N
48.76167,-76.42604,312.48,1.51,1.21,2023-06-23,0209,T,85,6.1NRT,292.98,19.98,N
48.91549,-75.69939,398.57,1.39,1.17,2023-06-23,0209,T,100,6.1NRT,301.99,396.15,N
48.90852,-75.73562,335.82,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,296.3,58.71,N
48.90501,-75.7538,344.35,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,298.12,82.75,N
48.9015,-75.77198,334.89,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,294.97,57.88,N
48.77201,-76.4309,311.73,1.51,1.21,2023-06-23,0209,T,83,6.1NRT,292.61,19.16,N
48.91148,-75.70398,378.64,1.39,1.17,2023-06-23,0209,T,100,6.1NRT,300.5,238.72,N
48.90075,-75.75823,336.96,1.4,1.17,2023-06-23,0209,T,100,6.1NRT,297.84,62.73,N
48.82305,-76.14634,305.43,1.46,1.19,2023-06-23,0209,T,18,6.1NRT,291.66,9.91,N
48.76849,-76.41411,305.99,1.51,1.21,2023-06-23,0209,T,44,6.1NRT,292.64,11.81,N
48.76447,-76.43372,319.59,1.51,1.21,2023-06-23,0209,T,99,6.1NRT,294.14,31.39,N
48.92501,-75.69054,371.03,1.39,1.17,2023-06-23,0209,T,100,6.1NRT,296.18,192.21,N
48.93498,-75.69513,315.36,1.39,1.17,2023-06-23,0209,T,91,6.1NRT,291.98,19.94,N
48.93144,-75.71315,339.65,1.39,1.17,2023-06-23,0209,T,100,6.1NRT,294.51,67.32,N
48.92434,-75.74923,316.35,1.4,1.17,2023-06-23,0209,T,93,6.1NRT,293.04,21.93,N
49.90782,-69.91085,304.04,1,1,2023-06-23,0209,T,22,6.1NRT,289.13,5.97,N
49.06279,-75.14325,312.67,1.31,1.13,2023-06-23,0209,T,85,6.1NRT,289.87,18.17,N
49.03004,-75.31538,300.84,1.33,1.14,2023-06-23,0209,T,34,6.1NRT,288.71,6.84,N
49.02672,-75.33274,303.53,1.33,1.14,2023-06-23,0209,T,56,6.1NRT,289.81,9.41,N
49.04316,-75.30235,317.88,1.33,1.14,2023-06-23,0209,T,96,6.1NRT,290.42,23.39,N
48.90384,-76.01998,307.29,1.44,1.19,2023-06-23,0209,T,27,6.1NRT,292.64,11.54,N
49.93219,-69.93324,310.71,1,1,2023-06-23,0209,T,81,6.1NRT,290.02,10.82,N
49.10139,-75.05,300.39,1.29,1.13,2023-06-23,0209,T,12,6.1NRT,288.57,5.62,N
49.05295,-75.30677,333.56,1.33,1.14,2023-06-23,0209,T,100,6.1NRT,292.9,50.39,N
48.91762,-76.0061,326.12,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,294.68,39.13,N
48.91395,-76.02472,338.33,1.44,1.19,2023-06-23,0209,T,100,6.1NRT,298.87,65.88,N
48.9103,-76.04324,336.69,1.44,1.19,2023-06-23,0209,T,94,6.1NRT,297.61,59.96,N
48.90664,-76.06178,328.08,1.44,1.19,2023-06-23,0209,T,67,6.1NRT,295.42,40.93,N
49.11106,-75.05434,309.98,1.29,1.13,2023-06-23,0209,T,79,6.1NRT,289.45,14.37,N
48.92407,-76.02942,336.8,1.44,1.19,2023-06-23,0209,T,100,6.1NRT,295.6,60.7,N
48.8472,-76.47274,302.91,1.51,1.21,2023-06-23,0209,T,23,6.1NRT,292.05,8.45,N
48.95523,-75.98289,313.93,1.43,1.18,2023-06-23,0209,T,88,6.1NRT,293.43,20.47,N
48.95161,-76.00144,330.69,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,295.75,49.17,N
48.94795,-76.02023,327.12,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,295.94,40.6,N
48.94431,-76.03882,317.93,1.44,1.19,2023-06-23,0209,T,96,6.1NRT,292.77,24.86,N
48.82988,-76.61548,317.16,1.54,1.22,2023-06-23,0209,T,32,6.1NRT,294.56,25.48,N
48.82185,-76.65535,320.41,1.54,1.22,2023-06-23,0209,T,0,6.1NRT,295.66,25.2,N
48.81782,-76.67529,323.34,1.55,1.23,2023-06-23,0209,T,77,6.1NRT,295.79,31.15,N
48.94282,-76.02322,312.09,1.43,1.18,2023-06-23,0209,T,61,6.1NRT,293.1,15.97,N
48.96037,-75.99068,334.89,1.43,1.18,2023-06-23,0209,T,95,6.1NRT,297.14,53.26,N
48.95667,-76.00921,339.36,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,299.45,68.14,N
48.95293,-76.02792,331.51,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,297.2,45.06,N
48.94921,-76.04648,318.54,1.44,1.19,2023-06-23,0209,T,54,6.1NRT,293.55,24.25,N
48.83224,-76.62191,319.37,1.54,1.22,2023-06-23,0209,T,56,6.1NRT,294.96,27.91,N
48.82812,-76.64185,322.96,1.54,1.22,2023-06-23,0209,T,0,6.1NRT,296.14,31.83,N
48.82402,-76.66172,328.95,1.54,1.22,2023-06-23,0209,T,76,6.1NRT,297.18,43.98,N
48.81989,-76.68164,329.05,1.55,1.23,2023-06-23,0209,T,100,6.1NRT,296.14,45.44,N
48.97777,-75.9586,307.45,1.42,1.18,2023-06-23,0209,T,15,6.1NRT,292.89,11.09,N
48.97412,-75.97694,345.24,1.42,1.18,2023-06-23,0209,T,100,6.1NRT,297.61,86.07,N
48.97047,-75.99531,347.8,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,299.31,92.83,N
48.96675,-76.01398,341.77,1.43,1.18,2023-06-23,0209,T,100,6.1NRT,299.37,74.02,N
48.96304,-76.03262,327.51,1.43,1.18,2023-06-23,0209,T,73,6.1NRT,294.73,38.84,N
48.95932,-76.05122,318.65,1.44,1.19,2023-06-23,0209,T,42,6.1NRT,294.37,24.79,N
48.95564,-76.06969,320.32,1.44,1.19,2023-06-23,0209,T,78,6.1NRT,294.55,29.05,N
48.84264,-76.62694,318.89,1.54,1.22,2023-06-23,0209,T,98,6.1NRT,294.83,28.44,N
48.83855,-76.64678,332.44,1.54,1.22,2023-06-23,0209,T,100,6.1NRT,297.17,55.96,N
48.83443,-76.66676,329.58,1.54,1.22,2023-06-23,0209,T,100,6.1NRT,295.67,49.23,N
48.83031,-76.68675,309.59,1.55,1.23,2023-06-23,0209,T,47,6.1NRT,292.49,13.73,N
48.9842,-75.98164,309.85,1.42,1.18,2023-06-23,0209,T,56,6.1NRT,293.25,14.48,N
48.96944,-76.05593,328.18,1.44,1.19,2023-06-23,0209,T,100,6.1NRT,293.88,44.12,N
48.96574,-76.07454,309.41,1.44,1.19,2023-06-23,0209,T,51,6.1NRT,291.48,14.85,N
49.13921,-75.23875,301.69,1.31,1.14,2023-06-23,0209,T,29,6.1NRT,290.75,6.55,N
48.87617,-76.68661,308.56,1.54,1.22,2023-06-23,0209,T,73,6.1NRT,293.6,14.04,N
48.81142,-77.05838,309.47,1.61,1.25,2023-06-23,0209,T,59,6.1NRT,293.77,16.55,N
48.80712,-77.07917,340.48,1.62,1.25,2023-06-23,0209,T,100,6.1NRT,299.35,87.83,N
48.82207,-77.06344,342.98,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,299.52,95.52,N
48.81777,-77.0843,339.58,1.62,1.25,2023-06-23,0209,T,100,6.1NRT,299.15,82.3,N
48.81344,-77.10524,324.63,1.62,1.25,2023-06-23,0209,T,100,6.1NRT,296.44,42.9,N
48.83701,-77.04762,318.19,1.61,1.25,2023-06-23,0209,T,91,6.1NRT,296.23,28.84,N
48.8327,-77.06858,365.05,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,300.97,199.26,N
48.8284,-77.08948,332.48,1.62,1.25,2023-06-23,0209,T,100,6.1NRT,297.11,60.45,N
48.82677,-77.04926,317.67,1.61,1.25,2023-06-23,0209,T,87,6.1NRT,296.04,27.96,N
48.82237,-77.07008,341.77,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,300.51,90.08,N
48.81797,-77.09086,329.67,1.62,1.25,2023-06-23,0209,T,100,6.1NRT,298.43,52.93,N
48.81354,-77.11179,314.61,1.62,1.25,2023-06-23,0209,T,79,6.1NRT,294.83,22.97,N
49.25713,-74.94901,306.17,1.27,1.12,2023-06-23,0209,T,34,6.1NRT,291.73,9.54,N
49.13885,-75.56678,315.1,1.36,1.15,2023-06-23,0209,T,38,6.1NRT,291.31,18.55,N
49.13539,-75.58453,319.9,1.36,1.15,2023-06-23,0209,T,89,6.1NRT,292.59,25.24,N
49.13194,-75.60225,313.07,1.36,1.16,2023-06-23,0209,T,58,6.1NRT,290.8,16.83,N
48.8374,-77.05434,333.09,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,297.55,62.59,N
48.833,-77.07523,360.52,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,300.04,173.23,N
48.8286,-77.09608,315.02,1.62,1.25,2023-06-23,0209,T,85,6.1NRT,295.76,23.84,N
49.26672,-74.95338,309.32,1.27,1.12,2023-06-23,0209,T,75,6.1NRT,292.3,12.64,N
49.21234,-75.24074,320.71,1.31,1.14,2023-06-23,0209,T,100,6.1NRT,292.86,27.97,N
49.14873,-75.57127,326.33,1.36,1.15,2023-06-23,0209,T,96,6.1NRT,293.01,34.58,N
49.14528,-75.589,319.71,1.36,1.15,2023-06-23,0209,T,98,6.1NRT,291.95,24.99,N
48.85234,-77.03887,312.22,1.6,1.25,2023-06-23,0209,T,75,6.1NRT,294.74,17.94,N
48.84796,-77.05976,352.48,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,296.75,131.12,N
48.8436,-77.0805,330.09,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,295.72,54.48,N
49.22206,-75.24513,314.9,1.31,1.14,2023-06-23,0209,T,90,6.1NRT,292.25,20.03,N
49.16203,-75.55808,326.43,1.35,1.15,2023-06-23,0209,T,45,6.1NRT,292.13,34.14,N
48.9303,-76.71924,316.6,1.54,1.22,2023-06-23,0209,T,93,6.1NRT,295.09,23.53,N
48.9262,-76.73918,340.01,1.55,1.23,2023-06-23,0209,T,100,6.1NRT,296.64,79.86,N
48.92209,-76.75911,307.93,1.55,1.23,2023-06-23,0209,T,47,6.1NRT,292.7,13.1,N
48.85855,-77.06499,326.11,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,294.11,45.11,N
48.85421,-77.08572,324.5,1.61,1.25,2023-06-23,0209,T,100,6.1NRT,293.85,42.24,N
49.27026,-75.04568,315.86,1.28,1.12,2023-06-23,0209,T,26,6.1NRT,293.35,17.75,N
49.23505,-75.23235,318.86,1.31,1.13,2023-06-23,0209,T,98,6.1NRT,291.93,25.29,N
49.2318,-75.24947,318.8,1.31,1.14,2023-06-23,0209,T,97,6.1NRT,291.93,25.56,N
49.17866,-75.52745,309.27,1.35,1.15,2023-06-23,0209,T,33,6.1NRT,291.75,12.9,N
49.02764,-76.2957,334.68,1.47,1.2,2023-06-23,0209,T,100,6.1NRT,295.15,58.07,N
48.93663,-76.74421,311.17,1.55,1.23,2023-06-23,0209,T,82,6.1NRT,293.75,17.43,N
48.88211,-77.00806,303.84,1.6,1.24,2023-06-23,0209,T,45,6.1NRT,293.58,8.92,N
49.2799,-75.04996,314.76,1.28,1.12,2023-06-23,0209,T,58,6.1NRT,293.29,16.96,N
49.19187,-75.51445,318.83,1.35,1.15,2023-06-23,0209,T,12,6.1NRT,294.09,22.18,N
49.18848,-75.5321,321.73,1.35,1.15,2023-06-23,0209,T,0,6.1NRT,294.8,24.59,N
49.1817,-75.56737,321.07,1.35,1.15,2023-06-23,0209,T,29,6.1NRT,293.68,19.94,N
49.1749,-75.60269,317.57,1.36,1.15,2023-06-23,0209,T,30,6.1NRT,292.37,19.85,N
49.03789,-76.30032,317.56,1.47,1.2,2023-06-23,0209,T,24,6.1NRT,294.49,22.71,N
49.20169,-75.51902,325.29,1.35,1.15,2023-06-23,0209,T,60,6.1NRT,294.72,32.08,N
49.19831,-75.53666,327.73,1.35,1.15,2023-06-23,0209,T,49,6.1NRT,294.96,34.47,N
49.19497,-75.5541,322.77,1.35,1.15,2023-06-23,0209,T,0,6.1NRT,294.66,23.6,N
49.1882,-75.58941,321.8,1.36,1.15,2023-06-23,0209,T,32,6.1NRT,293.85,24.47,N
49.20819,-75.54104,308.39,1.35,1.15,2023-06-23,0209,T,30,6.1NRT,292.41,10.54,N
49.20485,-75.55846,322.41,1.35,1.15,2023-06-23,0209,T,55,6.1NRT,292.35,27.07,N
48.98011,-76.69936,315.58,1.54,1.22,2023-06-23,0209,T,92,6.1NRT,295.37,24.28,N
49.29939,-75.11369,302.54,1.29,1.13,2023-06-23,0209,T,50,6.1NRT,290.77,7.52,N
49.19778,-75.65157,308.4,1.36,1.16,2023-06-23,0209,T,31,6.1NRT,291.53,12.6,N
48.99456,-76.68439,304.86,1.53,1.22,2023-06-23,0209,T,62,6.1NRT,293.42,9.94,N
48.94539,-76.92635,303.25,1.58,1.24,2023-06-23,0209,T,54,6.1NRT,293.04,9.49,N
49.19051,-75.74576,303.28,1.38,1.16,2023-06-23,0209,T,45,6.1NRT,289.67,9.6,N
49.21842,-75.58942,304.04,1.35,1.15,2023-06-23,0209,T,58,6.1NRT,290.93,8.37,N
48.94625,-77.04531,312.08,1.6,1.24,2023-06-23,0209,T,37,6.1NRT,296.17,16.65,N
49.27842,-75.44521,308.33,1.33,1.14,2023-06-23,0209,T,47,6.1NRT,291.43,11.68,N
49.12215,-76.24216,307.36,1.45,1.19,2023-06-23,0209,T,64,6.1NRT,290.69,13.54,N
48.9654,-77.00935,306.48,1.59,1.24,2023-06-23,0209,T,33,6.1NRT,295.63,10.44,N
48.96111,-77.02992,320.67,1.59,1.24,2023-06-23,0209,T,100,6.1NRT,297.11,31.96,N
49.25103,-75.64288,325.66,1.36,1.15,2023-06-23,0209,T,100,6.1NRT,293.12,35.65,N
49.24759,-75.66066,337.92,1.36,1.16,2023-06-23,0209,T,100,6.1NRT,294.66,61.05,N
49.24416,-75.67838,355.56,1.36,1.16,2023-06-23,0209,T,100,6.1NRT,295.76,117.41,N
49.1473,-76.1717,317.19,1.44,1.19,2023-06-23,0209,T,59,6.1NRT,294.75,24.54,N
49.13231,-76.24694,311.89,1.45,1.19,2023-06-23,0209,T,45,6.1NRT,293.34,17.01,N
49.12851,-76.26597,319.19,1.46,1.19,2023-06-23,0209,T,98,6.1NRT,294.69,28.14,N
49.26091,-75.64743,312.69,1.36,1.15,2023-06-23,0209,T,85,6.1NRT,291.86,17.63,N
49.25748,-75.66519,305.35,1.36,1.16,2023-06-23,0209,T,59,6.1NRT,291.2,9.66,N
49.25404,-75.68303,304.93,1.36,1.16,2023-06-23,0209,T,53,6.1NRT,289.92,9.82,N
49.23318,-75.79063,309.53,1.38,1.16,2023-06-23,0209,T,75,6.1NRT,292.59,13.31,N
49.1648,-76.13925,313.2,1.43,1.18,2023-06-23,0209,T,52,6.1NRT,293.44,18.98,N
49.1611,-76.15791,322.43,1.44,1.19,2023-06-23,0209,T,0,6.1NRT,295.8,28.79,N
49.13866,-76.27082,315.03,1.46,1.19,2023-06-23,0209,T,89,6.1NRT,294.21,21.16,N
49.1786,-76.12527,314.92,1.43,1.18,2023-06-23,0209,T,55,6.1NRT,294.06,20.65,N
