latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.82479,-70.39971,304.59,1.65,1.26,2023-06-21,0217,T,61,6.1NRT,292.07,11.52,N
18.92545,-70.35046,311.04,1.62,1.25,2023-06-21,0217,T,82,6.1NRT,294.16,17.86,N
18.92296,-70.3654,302.9,1.63,1.26,2023-06-21,0217,T,50,6.1NRT,291.63,7.45,N
42.80653,-80.09848,302.9,2.05,1.39,2023-06-21,0224,T,52,6.1NRT,290.03,16.71,N
42.80901,-80.10484,300.64,2.05,1.39,2023-06-21,0224,T,31,6.1NRT,289.6,13.57,N
45.08685,-73.90516,306.44,1.02,1.01,2023-06-21,0224,T,68,6.1NRT,286.43,9.18,N
45.4254,-74.59872,305.96,1.04,1.02,2023-06-21,0224,T,66,6.1NRT,287.15,8.8,N
46.04509,-73.13754,300.36,1,1,2023-06-21,0224,T,26,6.1NRT,289.42,5.27,N
48.47091,-76.1422,332.57,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,284.75,36.89,N
48.46865,-76.15603,333.47,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,286.15,38.16,N
48.4664,-76.16985,322.52,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,287.93,24.12,N
48.46414,-76.18369,322.77,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,289.73,24.52,N
48.47531,-76.17319,302.74,1.06,1.03,2023-06-21,0224,T,51,6.1NRT,285.82,7.83,N
48.49096,-76.13505,302.71,1.06,1.03,2023-06-21,0224,T,44,6.1NRT,286.06,7.25,N
48.49981,-76.19701,307.24,1.06,1.03,2023-06-21,0224,T,71,6.1NRT,287.41,10.39,N
48.51097,-76.18651,314.09,1.06,1.03,2023-06-21,0224,T,70,6.1NRT,288.76,14.19,N
48.50873,-76.20034,314.17,1.06,1.03,2023-06-21,0224,T,89,6.1NRT,288.69,15.01,N
48.39428,-76.89211,306.9,1.11,1.05,2023-06-21,0224,T,70,6.1NRT,289.36,9.79,N
48.58049,-76.04318,320.31,1.05,1.02,2023-06-21,0224,T,99,6.1NRT,292.21,20.65,N
48.59381,-76.01899,313.3,1.05,1.02,2023-06-21,0224,T,38,6.1NRT,291.54,13.74,N
48.59159,-76.03273,321.5,1.05,1.02,2023-06-21,0224,T,64,6.1NRT,293.44,20.73,N
48.58937,-76.04648,332.7,1.05,1.02,2023-06-21,0224,T,96,6.1NRT,294.89,35.11,N
48.58715,-76.06025,322.23,1.05,1.02,2023-06-21,0224,T,65,6.1NRT,291.55,22.01,N
48.60269,-76.02226,318.97,1.05,1.02,2023-06-21,0224,T,61,6.1NRT,290.88,17.46,N
48.60048,-76.036,321.24,1.05,1.02,2023-06-21,0224,T,56,6.1NRT,291.52,18.32,N
48.59826,-76.04977,335.82,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,292.21,40.56,N
48.5782,-76.17384,323.71,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,291.28,24.26,N
48.57594,-76.18776,309.43,1.06,1.03,2023-06-21,0224,T,58,6.1NRT,287.28,10.69,N
48.61156,-76.02556,315.58,1.05,1.02,2023-06-21,0224,T,51,6.1NRT,288.8,14.44,N
48.60936,-76.03931,323.6,1.05,1.02,2023-06-21,0224,T,93,6.1NRT,291.51,22.16,N
48.59826,-76.10818,317.78,1.05,1.03,2023-06-21,0224,T,96,6.1NRT,290.89,18.64,N
48.58711,-76.1771,300.18,1.06,1.03,2023-06-21,0224,T,5,6.1NRT,288.36,4.99,N
48.60716,-76.11148,310.64,1.05,1.03,2023-06-21,0224,T,81,6.1NRT,288.68,12.56,N
48.51206,-76.8063,305.58,1.1,1.05,2023-06-21,0224,T,53,6.1NRT,289.83,7.65,N
48.68208,-75.87753,313.84,1.04,1.02,2023-06-21,0224,T,88,6.1NRT,289.28,15.87,N
48.65815,-76.02833,321.53,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,289.69,23,N
48.50605,-76.95734,300.81,1.11,1.05,2023-06-21,0224,T,34,6.1NRT,288.45,5.56,N
48.55138,-76.84294,301.42,1.1,1.05,2023-06-21,0224,T,19,6.1NRT,287.93,5.57,N
48.5749,-76.76045,300,1.09,1.04,2023-06-21,0224,T,1,6.1NRT,287.77,5.12,N
48.58393,-76.76391,302.58,1.09,1.04,2023-06-21,0224,T,50,6.1NRT,288.9,7.08,N
48.57914,-76.7925,315.21,1.1,1.04,2023-06-21,0224,T,91,6.1NRT,289.91,16.56,N
48.57676,-76.80669,300.42,1.1,1.04,2023-06-21,0224,T,6,6.1NRT,288.58,5.41,N
48.71658,-76.07038,306.44,1.05,1.02,2023-06-21,0224,T,68,6.1NRT,288.98,8.92,N
48.7144,-76.08398,302.45,1.05,1.02,2023-06-21,0224,T,13,6.1NRT,287.17,6,N
48.68986,-76.23633,310.91,1.06,1.03,2023-06-21,0224,T,81,6.1NRT,288.02,12.42,N
48.69877,-76.23968,310.92,1.06,1.03,2023-06-21,0224,T,81,6.1NRT,288.25,12.63,N
48.69653,-76.25353,331.69,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,288.99,35.65,N
48.72773,-76.11824,341.49,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,293.58,48.64,N
48.72551,-76.1321,320.76,1.05,1.02,2023-06-21,0224,T,34,6.1NRT,290.66,19.1,N
48.87219,-75.25217,304.53,1.02,1.01,2023-06-21,0224,T,36,6.1NRT,288.94,7.46,N
48.7366,-76.12169,345.34,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,290.74,55.18,N
48.95911,-74.74114,300.01,1,1,2023-06-21,0224,T,5,6.1NRT,286.23,5.88,N
48.89104,-75.1946,308.61,1.01,1.01,2023-06-21,0224,T,75,6.1NRT,287.24,11.28,N
48.889,-75.20799,302.89,1.01,1.01,2023-06-21,0224,T,30,6.1NRT,287.94,6.98,N
48.88286,-75.2482,319.24,1.02,1.01,2023-06-21,0224,T,98,6.1NRT,292.08,18.44,N
48.88081,-75.26162,324.69,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,293.02,24.01,N
48.75726,-76.04798,302.68,1.05,1.02,2023-06-21,0224,T,51,6.1NRT,289.02,7.48,N
48.74613,-76.11691,307.97,1.05,1.02,2023-06-21,0224,T,73,6.1NRT,289.09,9.43,N
48.7439,-76.1307,333.43,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,293.54,36.2,N
48.73492,-76.186,301.71,1.05,1.03,2023-06-21,0224,T,30,6.1NRT,288.61,5.82,N
48.89162,-75.25134,338.7,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,296.4,42.57,N
48.88957,-75.26474,337.31,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,294.94,40.78,N
48.88752,-75.27814,328.11,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,291.39,28.44,N
48.75503,-76.12015,314.99,1.05,1.02,2023-06-21,0224,T,88,6.1NRT,291.05,14.71,N
48.7528,-76.13393,330.6,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,292.56,32.05,N
48.89834,-75.26786,309.08,1.02,1.01,2023-06-21,0224,T,61,6.1NRT,289.2,10.19,N
48.89629,-75.28128,345.93,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,291.56,57.22,N
48.89423,-75.29471,310.41,1.02,1.01,2023-06-21,0224,T,79,6.1NRT,286.34,11.33,N
48.92667,-75.26383,300.27,1.02,1.01,2023-06-21,0224,T,23,6.1NRT,285.48,6.03,N
48.8627,-75.79734,301.68,1.03,1.02,2023-06-21,0224,T,43,6.1NRT,288.64,7.7,N
48.75878,-76.44635,302.57,1.07,1.03,2023-06-21,0224,T,50,6.1NRT,288.19,7.48,N
48.96173,-75.27636,316.14,1.02,1.01,2023-06-21,0224,T,93,6.1NRT,286.29,17.13,N
48.90212,-76.07858,306.46,1.05,1.02,2023-06-21,0224,T,62,6.1NRT,285.92,9.3,N
48.89992,-76.09235,311.08,1.05,1.02,2023-06-21,0224,T,82,6.1NRT,287.87,12.89,N
48.83927,-76.46774,308.03,1.07,1.03,2023-06-21,0224,T,22,6.1NRT,287.63,9.26,N
48.80214,-76.69348,322.01,1.08,1.04,2023-06-21,0224,T,0,6.1NRT,292.56,20.16,N
48.79507,-76.73615,314.68,1.09,1.04,2023-06-21,0224,T,32,6.1NRT,290.69,14.17,N
49.02759,-75.33395,305.01,1.02,1.01,2023-06-21,0224,T,63,6.1NRT,287.14,9.39,N
48.91537,-76.05434,317.36,1.04,1.02,2023-06-21,0224,T,95,6.1NRT,285.5,18.46,N
48.91318,-76.06812,317.14,1.05,1.02,2023-06-21,0224,T,94,6.1NRT,288.11,18.22,N
48.91098,-76.08192,315.96,1.05,1.02,2023-06-21,0224,T,83,6.1NRT,289.39,16.37,N
48.90878,-76.09567,315.81,1.05,1.02,2023-06-21,0224,T,92,6.1NRT,289.53,16.36,N
48.85049,-76.45715,308.99,1.07,1.03,2023-06-21,0224,T,45,6.1NRT,288.6,10.47,N
48.80642,-76.72545,316.28,1.08,1.04,2023-06-21,0224,T,20,6.1NRT,290.35,13.59,N
48.8154,-76.72898,311.02,1.08,1.04,2023-06-21,0224,T,40,6.1NRT,291.01,10.51,N
48.86693,-76.69494,302.1,1.08,1.04,2023-06-21,0224,T,13,6.1NRT,289.38,5.91,N
48.86457,-76.70915,305.53,1.08,1.04,2023-06-21,0224,T,49,6.1NRT,289.31,8.32,N
48.88209,-76.77647,304.97,1.09,1.04,2023-06-21,0224,T,17,6.1NRT,288.81,7.59,N
48.89343,-76.76583,309.1,1.08,1.04,2023-06-21,0224,T,44,6.1NRT,290.11,10.22,N
48.8816,-76.83714,302.23,1.09,1.04,2023-06-21,0224,T,15,6.1NRT,288.49,5.96,N
48.84788,-77.03876,312.63,1.1,1.05,2023-06-21,0224,T,17,6.1NRT,290.99,12.16,N
48.84542,-77.05335,344.7,1.1,1.05,2023-06-21,0224,T,100,6.1NRT,291.85,59.6,N
48.84298,-77.06787,322.7,1.11,1.05,2023-06-21,0224,T,94,6.1NRT,289.04,23.39,N
49.14421,-75.24053,318.95,1.01,1.01,2023-06-21,0224,T,83,6.1NRT,289.95,18.28,N
48.91883,-76.66978,304.06,1.08,1.04,2023-06-21,0224,T,35,6.1NRT,288.34,7.53,N
48.9165,-76.68398,309.08,1.08,1.04,2023-06-21,0224,T,62,6.1NRT,289.94,10.74,N
48.90949,-76.72656,303.9,1.08,1.04,2023-06-21,0224,T,57,6.1NRT,289.01,7.18,N
48.90242,-76.76933,331.06,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,289.22,33.53,N
48.88823,-76.855,303.55,1.09,1.04,2023-06-21,0224,T,39,6.1NRT,289.49,6.88,N
49.15702,-75.21679,303.01,1.01,1.01,2023-06-21,0224,T,53,6.1NRT,287.87,6.86,N
49.15499,-75.23022,313.01,1.01,1.01,2023-06-21,0224,T,60,6.1NRT,290.58,12.15,N
49.15297,-75.24367,321.16,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,290.78,20.21,N
49.15094,-75.2571,302.49,1.01,1.01,2023-06-21,0224,T,34,6.1NRT,285.84,7.15,N
48.91377,-76.75858,326.46,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,287.65,27.67,N
48.86354,-77.06059,309.12,1.1,1.05,2023-06-21,0224,T,64,6.1NRT,289.8,9.65,N
48.86111,-77.0751,313.45,1.11,1.05,2023-06-21,0224,T,87,6.1NRT,290.86,12.78,N
48.85867,-77.08961,322.32,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,292.04,22.22,N
48.85622,-77.10417,314.3,1.11,1.05,2023-06-21,0224,T,89,6.1NRT,290.93,15.34,N
49.16372,-75.23898,346.9,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,290.51,58.78,N
49.16168,-75.25241,380.17,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,296.84,158.26,N
49.15963,-75.26586,320.85,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,288.37,21.79,N
49.09506,-75.68459,302.63,1.03,1.01,2023-06-21,0224,T,50,6.1NRT,284.84,8.21,N
48.88121,-76.99589,304.53,1.1,1.05,2023-06-21,0224,T,60,6.1NRT,291.46,7.75,N
48.87875,-77.01034,308.52,1.1,1.05,2023-06-21,0224,T,75,6.1NRT,290.71,10.41,N
48.86889,-77.06824,327.34,1.1,1.05,2023-06-21,0224,T,98,6.1NRT,293.7,28.56,N
48.86642,-77.08274,319.77,1.11,1.05,2023-06-21,0224,T,55,6.1NRT,293.1,18.72,N
49.17247,-75.24211,318.33,1.01,1.01,2023-06-21,0224,T,97,6.1NRT,289.1,18.38,N
49.17043,-75.25555,325.13,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,290.7,24.98,N
49.16839,-75.269,327.84,1.01,1.01,2023-06-21,0224,T,100,6.1NRT,291.01,28.53,N
48.87549,-77.0863,334.6,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,293.91,38.37,N
48.87302,-77.10082,369.6,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,301.68,131.74,N
49.18122,-75.24525,305.92,1.01,1.01,2023-06-21,0224,T,66,6.1NRT,285.58,9.67,N
48.88456,-77.08987,343.51,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,294.49,55.29,N
48.88209,-77.10442,379.38,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,298.76,173.52,N
48.8796,-77.11898,393.77,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,298.99,253.86,N
48.89609,-77.07899,341,1.1,1.05,2023-06-21,0224,T,100,6.1NRT,292.25,48.49,N
48.89362,-77.09351,342.28,1.11,1.05,2023-06-21,0224,T,100,6.1NRT,295.71,50.04,N
48.89115,-77.10805,322.83,1.11,1.05,2023-06-21,0224,T,58,6.1NRT,294.11,21.79,N
48.91983,-76.99571,313.43,1.1,1.05,2023-06-21,0224,T,58,6.1NRT,290.1,13.31,N
49.15377,-75.60573,305.19,1.02,1.01,2023-06-21,0224,T,63,6.1NRT,289.16,8.54,N
49.1263,-75.78246,317.11,1.03,1.01,2023-06-21,0224,T,94,6.1NRT,285.33,17.82,N
49.12416,-75.7961,304.81,1.03,1.01,2023-06-21,0224,T,62,6.1NRT,283.88,9.06,N
49.0432,-76.30547,328.67,1.05,1.03,2023-06-21,0224,T,97,6.1NRT,292.31,29.38,N
49.03419,-76.36121,305.95,1.06,1.03,2023-06-21,0224,T,36,6.1NRT,288.33,7.81,N
48.93547,-77.01738,313.78,1.1,1.05,2023-06-21,0224,T,88,6.1NRT,293.59,13.4,N
48.93059,-77.04638,321.65,1.1,1.05,2023-06-21,0224,T,45,6.1NRT,293.96,18.98,N
49.15028,-75.74807,302.82,1.03,1.01,2023-06-21,0224,T,52,6.1NRT,286.42,7.79,N
49.14816,-75.76169,309.15,1.03,1.01,2023-06-21,0224,T,77,6.1NRT,286.48,11.73,N
49.04521,-76.4099,317.69,1.06,1.03,2023-06-21,0224,T,95,6.1NRT,287.94,19.55,N
48.95658,-76.94886,319.75,1.09,1.04,2023-06-21,0224,T,77,6.1NRT,291.84,19.14,N
48.95417,-76.96329,344.22,1.1,1.04,2023-06-21,0224,T,100,6.1NRT,293.01,57.38,N
48.94451,-77.02098,316.46,1.1,1.05,2023-06-21,0224,T,82,6.1NRT,291.31,15.55,N
48.94208,-77.03546,348.3,1.1,1.05,2023-06-21,0224,T,100,6.1NRT,294.38,65.47,N
48.93964,-77.04996,373.07,1.1,1.05,2023-06-21,0224,T,100,6.1NRT,300.79,142.92,N
48.93721,-77.06445,345.74,1.1,1.05,2023-06-21,0224,T,100,6.1NRT,295.34,58.79,N
49.23576,-75.2506,316,1.01,1.01,2023-06-21,0224,T,92,6.1NRT,287.29,17.53,N
49.17804,-75.6289,335.21,1.02,1.01,2023-06-21,0224,T,97,6.1NRT,287.97,36.81,N
48.9632,-76.96687,376.97,1.1,1.04,2023-06-21,0224,T,100,6.1NRT,294.81,159.54,N
48.96079,-76.98129,314.02,1.1,1.04,2023-06-21,0224,T,71,6.1NRT,289.75,13.34,N
49.19101,-75.60497,306.33,1.02,1.01,2023-06-21,0224,T,12,6.1NRT,286.73,8.21,N
49.19937,-75.61438,311.91,1.02,1.01,2023-06-21,0224,T,84,6.1NRT,289.28,14.01,N
49.19727,-75.62794,306.14,1.02,1.01,2023-06-21,0224,T,51,6.1NRT,288.65,9.39,N
48.98279,-76.95031,303.51,1.09,1.04,2023-06-21,0224,T,38,6.1NRT,291.61,6.66,N
48.98035,-76.96472,303.11,1.09,1.04,2023-06-21,0224,T,30,6.1NRT,291.41,6.21,N
49.1891,-75.73994,328.68,1.03,1.01,2023-06-21,0224,T,100,6.1NRT,288.97,30.14,N
49.18697,-75.75355,323.6,1.03,1.01,2023-06-21,0224,T,100,6.1NRT,286.62,24.27,N
49.19363,-75.77044,312.34,1.03,1.01,2023-06-21,0224,T,70,6.1NRT,286.79,13.42,N
49.24868,-75.47505,308.13,1.02,1.01,2023-06-21,0224,T,57,6.1NRT,287.89,9.78,N
49.20457,-75.76003,312.08,1.03,1.01,2023-06-21,0224,T,19,6.1NRT,288.42,11.66,N
49.25951,-75.46472,325.29,1.02,1.01,2023-06-21,0224,T,88,6.1NRT,291.35,23.84,N
49.25744,-75.47826,328.85,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,292.84,27.51,N
49.14607,-76.18895,308.85,1.05,1.02,2023-06-21,0224,T,32,6.1NRT,287.97,10.24,N
49.26828,-75.46793,344.64,1.02,1.01,2023-06-21,0224,T,100,6.1NRT,290.47,51.85,N
49.22218,-75.76642,308.87,1.03,1.01,2023-06-21,0224,T,25,6.1NRT,289.88,9.07,N
49.22004,-75.78013,319.69,1.03,1.01,2023-06-21,0224,T,67,6.1NRT,292.22,17.56,N
49.2179,-75.79385,351.03,1.03,1.01,2023-06-21,0224,T,100,6.1NRT,296.71,66.74,N
49.2267,-75.79712,338.89,1.03,1.01,2023-06-21,0224,T,98,6.1NRT,291.91,41.52,N
49.22458,-75.81075,381.63,1.03,1.01,2023-06-21,0224,T,100,6.1NRT,297.15,166.77,N
49.22245,-75.82438,313.34,1.03,1.01,2023-06-21,0224,T,73,6.1NRT,288.51,12.88,N
49.15268,-76.2651,323.26,1.05,1.02,2023-06-21,0224,T,34,6.1NRT,291.31,19.98,N
49.15045,-76.27899,320.57,1.05,1.02,2023-06-21,0224,T,26,6.1NRT,292.25,17.76,N
49.16155,-76.26848,329.62,1.05,1.02,2023-06-21,0224,T,84,6.1NRT,295.05,27,N
49.15932,-76.28239,327.64,1.05,1.02,2023-06-21,0224,T,63,6.1NRT,295.24,24.39,N
49.2987,-75.45044,330.92,1.02,1.01,2023-06-21,0224,T,59,6.1NRT,291.68,29.95,N
49.25067,-75.7627,319.41,1.03,1.01,2023-06-21,0224,T,99,6.1NRT,289.92,19.12,N
49.24855,-75.77631,372.75,1.03,1.01,2023-06-21,0224,T,100,6.1NRT,297.36,131.54,N
49.24644,-75.78991,326.68,1.03,1.01,2023-06-21,0224,T,92,6.1NRT,291.37,25.08,N
49.24432,-75.80355,312.97,1.03,1.01,2023-06-21,0224,T,86,6.1NRT,290.91,12.6,N
49.24219,-75.81721,308.49,1.03,1.01,2023-06-21,0224,T,74,6.1NRT,289.59,9.22,N
49.17265,-76.25795,317.15,1.05,1.02,2023-06-21,0224,T,31,6.1NRT,291.71,14.6,N
49.17042,-76.27189,334.52,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,295.19,35.27,N
49.1682,-76.28576,353.65,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,300.65,73.59,N
49.16597,-76.29964,354.31,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,301.13,76.52,N
49.16374,-76.31355,316.04,1.05,1.02,2023-06-21,0224,T,82,6.1NRT,291.19,14.85,N
49.25947,-75.76595,303.43,1.03,1.01,2023-06-21,0224,T,49,6.1NRT,286.51,7.44,N
49.25735,-75.77954,313.99,1.03,1.01,2023-06-21,0224,T,88,6.1NRT,289.46,14.76,N
49.17708,-76.28911,362.64,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,296.51,99.76,N
49.17485,-76.30301,415.52,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,308.42,386.3,N
49.17262,-76.31695,342.71,1.05,1.02,2023-06-21,0224,T,100,6.1NRT,294.36,52.06,N
49.32016,-75.43542,307.39,1.02,1.01,2023-06-21,0224,T,71,6.1NRT,289.96,10.54,N
49.31809,-75.44894,316.24,1.02,1.01,2023-06-21,0224,T,93,6.1NRT,291.73,17.35,N
49.33305,-75.41158,314.2,1.01,1.01,2023-06-21,0224,T,89,6.1NRT,286.96,14.78,N
49.17266,-76.48582,311.85,1.06,1.03,2023-06-21,0224,T,83,6.1NRT,290.55,13.53,N
49.17037,-76.49984,308.25,1.06,1.03,2023-06-21,0224,T,74,6.1NRT,287.35,10.65,N
49.17928,-76.5033,321.94,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,287.6,22.5,N
49.33026,-75.61073,309.02,1.02,1.01,2023-06-21,0224,T,45,6.1NRT,288.28,10.48,N
49.32816,-75.62431,314.13,1.02,1.01,2023-06-21,0224,T,79,6.1NRT,288.86,14.32,N
49.32607,-75.63789,309.74,1.02,1.01,2023-06-21,0224,T,58,6.1NRT,287.45,10.94,N
49.32397,-75.65146,300.91,1.02,1.01,2023-06-21,0224,T,35,6.1NRT,286.62,6.14,N
49.20939,-76.71643,311.33,1.07,1.03,2023-06-21,0224,T,59,6.1NRT,290.53,12.11,N
49.20703,-76.73064,309.47,1.07,1.03,2023-06-21,0224,T,53,6.1NRT,289.36,10.8,N
49.22771,-76.66322,303.53,1.07,1.03,2023-06-21,0224,T,56,6.1NRT,289.06,7.28,N
49.22538,-76.67736,310.05,1.07,1.03,2023-06-21,0224,T,79,6.1NRT,288.93,11.44,N
49.21834,-76.71993,315.37,1.07,1.03,2023-06-21,0224,T,91,6.1NRT,290.74,15.92,N
48.97374,-79.60083,302.05,1.36,1.15,2023-06-21,0224,T,32,6.1NRT,289.94,8.03,N
48.98426,-79.59181,302.97,1.35,1.15,2023-06-21,0224,T,24,6.1NRT,290.42,8.39,N
49.46939,-76.95806,302.89,1.08,1.04,2023-06-21,0224,T,45,6.1NRT,289.49,6.72,N
49.46465,-76.98655,313.34,1.08,1.04,2023-06-21,0224,T,87,6.1NRT,290.81,14.06,N
49.46223,-77.00101,305.39,1.08,1.04,2023-06-21,0224,T,64,6.1NRT,290.06,8.23,N
49.45259,-77.05858,313.58,1.09,1.04,2023-06-21,0224,T,55,6.1NRT,291.12,13.57,N
49.45018,-77.07298,309.73,1.09,1.04,2023-06-21,0224,T,15,6.1NRT,290.06,10.35,N
48.99414,-79.59621,300.51,1.35,1.15,2023-06-21,0224,T,14,6.1NRT,289.72,6.79,N
49.46158,-77.06222,327.56,1.09,1.04,2023-06-21,0224,T,86,6.1NRT,294.61,27.79,N
49.45916,-77.07668,319.88,1.09,1.04,2023-06-21,0224,T,35,6.1NRT,291.25,18.67,N
49.48198,-77.05494,309.04,1.09,1.04,2023-06-21,0224,T,42,6.1NRT,289.68,9.58,N
49.06043,-79.4737,310.41,1.33,1.14,2023-06-21,0224,T,80,6.1NRT,291.73,15.22,N
49.02346,-79.66698,304.83,1.36,1.16,2023-06-21,0224,T,43,6.1NRT,291.62,10.65,N
49.07351,-79.46086,301.84,1.33,1.14,2023-06-21,0224,T,30,6.1NRT,289.99,7.79,N
49.07023,-79.47817,317.79,1.33,1.14,2023-06-21,0224,T,96,6.1NRT,291.8,24.81,N
49.55101,-76.8684,302.83,1.07,1.03,2023-06-21,0224,T,51,6.1NRT,289.36,6.49,N
49.58561,-76.70699,303.28,1.06,1.03,2023-06-21,0224,T,54,6.1NRT,288.18,7.4,N
49.06673,-79.65483,318.84,1.36,1.15,2023-06-21,0224,T,70,6.1NRT,295.23,24.55,N
49.07661,-79.65927,327.95,1.36,1.15,2023-06-21,0224,T,69,6.1NRT,297.16,37.97,N
49.07319,-79.67688,315.68,1.36,1.15,2023-06-21,0224,T,8,6.1NRT,293.47,18.43,N
49.589,-76.85957,320.73,1.07,1.03,2023-06-21,0224,T,98,6.1NRT,294.66,19.61,N
49.58669,-76.8736,329.81,1.07,1.03,2023-06-21,0224,T,100,6.1NRT,296.62,30.15,N
49.58432,-76.88789,323.99,1.07,1.03,2023-06-21,0224,T,100,6.1NRT,292.93,23.66,N
49.5725,-76.95929,300.57,1.08,1.04,2023-06-21,0224,T,11,6.1NRT,288.73,4.8,N
49.59796,-76.86299,319.18,1.07,1.03,2023-06-21,0224,T,45,6.1NRT,293.49,16.35,N
49.59562,-76.87717,317.48,1.07,1.03,2023-06-21,0224,T,22,6.1NRT,292.81,13.59,N
49.59326,-76.89148,311.79,1.07,1.03,2023-06-21,0224,T,6,6.1NRT,291.94,9.91,N
49.59091,-76.90571,315.78,1.07,1.03,2023-06-21,0224,T,48,6.1NRT,291.01,13.92,N
49.60221,-76.89501,314.41,1.07,1.03,2023-06-21,0224,T,12,6.1NRT,292.49,11.22,N
49.59988,-76.90916,328.49,1.07,1.03,2023-06-21,0224,T,97,6.1NRT,295.6,26.92,N
49.59752,-76.92344,322.11,1.07,1.03,2023-06-21,0224,T,98,6.1NRT,291.84,20.19,N
49.59278,-76.95215,318.21,1.08,1.04,2023-06-21,0224,T,96,6.1NRT,293.26,16.83,N
49.59044,-76.96626,321.86,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,293.14,21.04,N
49.60647,-76.92701,319.74,1.07,1.03,2023-06-21,0224,T,84,6.1NRT,291.21,16.1,N
49.60173,-76.95577,320.48,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,293.02,19.17,N
49.59938,-76.96999,330.05,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,294.07,31.71,N
49.60594,-76.98808,312.67,1.08,1.04,2023-06-21,0224,T,85,6.1NRT,290.15,12.32,N
49.6615,-76.70664,351.87,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,294.02,70.79,N
49.62204,-76.94829,315.8,1.07,1.03,2023-06-21,0224,T,47,6.1NRT,293.32,12.69,N
49.61966,-76.96278,340.3,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,297.82,46.91,N
49.61727,-76.97729,331.64,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,294.29,32.95,N
49.67039,-76.71016,411.98,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,301.55,361.12,N
49.6681,-76.72435,379.79,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,298.62,163.91,N
49.6658,-76.73854,324.33,1.06,1.03,2023-06-21,0224,T,87,6.1NRT,292.95,21.95,N
49.66349,-76.75274,309.14,1.06,1.03,2023-06-21,0224,T,40,6.1NRT,290.74,8.78,N
49.66119,-76.76697,306.19,1.06,1.03,2023-06-21,0224,T,34,6.1NRT,290.27,7.07,N
49.63099,-76.95187,334.64,1.07,1.03,2023-06-21,0224,T,100,6.1NRT,296.65,36.23,N
49.62861,-76.96635,403.4,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,308.33,302.89,N
49.62622,-76.98089,371.8,1.08,1.04,2023-06-21,0224,T,100,6.1NRT,301.14,134.88,N
49.67734,-76.71844,322.25,1.06,1.03,2023-06-21,0224,T,100,6.1NRT,292.23,22.15,N
49.67501,-76.73261,316.45,1.06,1.03,2023-06-21,0224,T,93,6.1NRT,292.57,15.46,N
49.67269,-76.74679,315.31,1.06,1.03,2023-06-21,0224,T,91,6.1NRT,291.76,14.2,N
49.64219,-76.93137,314.81,1.07,1.03,2023-06-21,0224,T,90,6.1NRT,292.65,13.95,N
49.63982,-76.94563,342.98,1.07,1.03,2023-06-21,0224,T,100,6.1NRT,299.08,53.33,N
